"Year.x","Year.y","Year.x.x","Year.y.y","Year.x.x.x","Year.y.y.y","Year.x.x.x.x","Year.y.y.y.y","Year.x.x.x.x.x","Year.y.y.y.y.y","State","Year","Kilograms of Co2 per MWh"
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Virginia","2023",875
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2013",445
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2014",453
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2015",423
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2016",406
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2017",380
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2018",387
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2019",356
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2020",326
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2021",348
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2022",361
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alabama","2023",330
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2013",951
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2014",944
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2015",915
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2016",902
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2017",864
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2018",841
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2019",819
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2020",783
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2021",803
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2022",796
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Kentucky","2023",792
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2013",429
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2014",436
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2015",389
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2016",418
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2017",404
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2018",412
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2019",379
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2020",402
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2021",378
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2022",403
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mississippi","2023",372
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2013",479
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2014",521
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2015",505
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2016",503
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2017",453
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2018",359
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2019",332
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2020",283
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2021",343
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2022",341
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Tennessee","2023",325
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2013",619
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2014",605
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2015",515
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2016",525
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2017",548
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2018",594
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2019",505
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2020",430
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2021",484
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2022",475
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arkansas","2023",449
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2013",571
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2014",548
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2015",522
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2016",496
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2017",511
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2018",497
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2019",480
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2020",441
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2021",465
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2022",457
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Louisiana","2023",439
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2013",628
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2014",628
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2015",547
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2016",472
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2017",438
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2018",400
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2019",331
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2020",314
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2021",344
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2022",314
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oklahoma","2023",295
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2013",594
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2014",582
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2015",541
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2016",521
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2017",530
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2018",482
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2019",450
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2020",428
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2021",428
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2022",406
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Texas","2023",389
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2013",649
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2014",629
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2015",612
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2016",574
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2017",568
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2018",549
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2019",531
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2020",484
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2021",482
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2022",467
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mountain","2023",436
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2013",488
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2014",478
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2015",444
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2016",409
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2017",413
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2018",418
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2019",384
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2020",327
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2021",316
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2022",315
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Arizona","2023",311
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2013",744
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2014",714
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2015",714
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2016",663
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2017",663
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2018",627
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2019",602
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2020",537
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2021",548
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2022",512
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Colorado","2023",479
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2013",128
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2014",98
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2015",119
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2016",117
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2017",102
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2018",97
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2019",125
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2020",126
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2021",153
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2022",141
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Idaho","2023",168
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2013",612
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2014",584
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2015",619
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2016",593
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2017",564
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2018",554
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2019",588
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2020",446
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2021",512
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2022",504
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Montana","2023",512
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2013",431
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2014",451
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2015",378
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2016",365
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2017",345
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2018",353
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2019",349
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2020",333
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2021",333
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2022",317
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Nevada","2023",297
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2013",795
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2014",765
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2015",760
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2016",705
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2017",685
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2018",564
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2019",580
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2020",547
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2021",489
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2022",443
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Mexico","2023",345
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2013",840
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2014",804
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2015",803
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2016",741
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2017",740
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2018",725
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2019",724
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2020",709
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2021",698
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2022",667
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Utah","2023",616
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2013",966
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2014",953
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2015",970
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2016",947
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2017",947
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2018",954
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2019",930
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2020",894
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2021",844
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2022",833
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Wyoming","2023",847
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2013",287
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2014",289
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2015",282
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2016",239
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2017",216
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2018",223
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2019",203
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2020",225
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2021",229
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2022",219
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"California","2023",200
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2013",159
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2014",139
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2015",155
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2016",136
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2017",127
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2018",137
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2019",177
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2020",147
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2021",143
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2022",128
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Oregon","2023",156
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2013",110
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2014",107
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2015",106
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2016",90
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2017",95
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2018",91
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2019",137
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2020",103
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2021",100
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2022",92
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Washington","2023",133
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2013",580
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2014",589
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2015",585
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2016",547
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2017",544
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2018",543
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2019",572
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2020",551
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2021",539
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2022",537
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Alaska","2023",537
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2013",723
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2014",730
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2015",727
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2016",729
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2017",726
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2018",735
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2019",753
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2020",707
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2021",700
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2022",688
2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,"Hawaii","2023",656
